brand,year,model,mileage,registration_time,price,warranty_time,city,link
汉兰达,2017款,2.0T 两驱精英版 5座,7.79,2017,13.52,,大连,https://www.che168.com/dealer/559088/50798076.html#pvareaid=100334
雷克萨斯ES,2015款,200 精英版,9,2018,13.5,,大连,https://www.che168.com/dealer/490144/51067817.html#pvareaid=100334
英菲尼迪Q50L,2021款,2.0T 逸享版,2,2021,13.5,原厂质保期剩余13个月,大连,https://www.che168.com/dealer/526798/50471503.html#pvareaid=100334
雷克萨斯UX,2019款,260h 探·趣版 国V,6.1,2019,13.5,原厂质保期剩余6个月,大连,https://www.che168.com/dealer/196029/51492470.html#pvareaid=100334
雷克萨斯UX,2019款,260h 探·趣版 国V,8.6,2019,13.5,原厂质保期剩余14个月,大连,https://www.che168.com/dealer/196029/51507872.html#pvareaid=100334
蒙迪欧,2022款,EcoBoost 245 至尊型,2.56,2022,13.5,原厂质保期剩余11个月,大连,https://www.che168.com/dealer/351179/51438286.html#pvareaid=100334
奔驰C级,2018款,C 180 L 时尚型运动版,4.52,2018,13.5,,大连,https://www.che168.com/dealer/351179/51449540.html#pvareaid=100334
威霆,2013款,3.0L 精英版,10,2015,13.5,,大连,https://www.che168.com/dealer/254767/50058527.html#pvareaid=100334
Model,S,2015款 Model S 70D,11,2015,13.5,,大连,https://www.che168.com/dealer/379204/50240679.html#pvareaid=100334
奔驰A级,2022款,A 180 L,5.1,2022,13.5,原厂质保期剩余7个月,大连,https://www.che168.com/dealer/559088/50464539.html#pvareaid=100334
传祺M8,2021款,改款 领秀系列 390T 豪华版,8.61,2022,13.5,原厂质保期剩余6个月,大连,https://www.che168.com/dealer/559088/51354915.html#pvareaid=100334
奥德赛,2017款,2.4L 豪华版,12,2018,13.5,,大连,https://www.che168.com/dealer/256160/51047183.html#pvareaid=100334
雷克萨斯ES,2015款,200 精英版,6.6,2017,13.5,,大连,https://www.che168.com/dealer/485097/51492116.html#pvareaid=100334
英菲尼迪QX60(进口),2018款,2.5 S/C Hybrid 两驱冠军家庭版,9.5,2018,13.4,,大连,https://www.che168.com/dealer/351179/51479789.html#pvareaid=100334
英仕派,2019款,锐·混动 2.0L 净越版 国VI,4.32,2020,13.39,,大连,https://www.che168.com/dealer/559088/51508326.html#pvareaid=100334
宝马5系,2014款,525Li 豪华设计套装,10.3,2015,13.38,,大连,https://www.che168.com/dealer/372099/49745129.html#pvareaid=100334
奥迪A4L,2018款,30周年年型 40 TFSI 进取型,7.2,2018,13.3,,大连,https://www.che168.com/dealer/485097/50597172.html#pvareaid=100334
MINI,CLUBMAN,2013款 1.6T COOPER S Bond Street,8.7,2014,13.28,,大连,https://www.che168.com/dealer/422454/50784667.html#pvareaid=100334
唐新能源,2021款,DM-i 112KM 尊荣型,4.77,2022,13.23,原厂质保期剩余44个月,大连,https://www.che168.com/dealer/559088/51495715.html#pvareaid=100334
宝马5系,2014款,525Li 豪华设计套装,12,2014,13.2,,大连,https://www.che168.com/dealer/142541/49475002.html#pvareaid=100334
奥迪Q5,2017款,Plus 40 TFSI 技术型,12.57,2017,13.2,,大连,https://www.che168.com/dealer/559088/51556931.html#pvareaid=100334
别克GL8,2018款,28T 豪华型 国VI,3.84,2019,13.1,,大连,https://www.che168.com/dealer/559088/51092623.html#pvareaid=100334
冠道,2017款,370TURBO 四驱尊享版,12.02,2017,13.09,,大连,https://www.che168.com/dealer/559088/50366389.html#pvareaid=100334
锐界,2018款,EcoBoost 245 四驱尊锐型Plus 7座 国V,8.52,2019,13.08,,大连,https://www.che168.com/dealer/559088/51326944.html#pvareaid=100334
雅阁,2018款,锐·混动 2.0L 锐领版 国VI,7.04,2019,13.08,,大连,https://www.che168.com/dealer/559088/50261197.html#pvareaid=100334
汉兰达,2015款,2.0T 四驱豪华版 7座,9.59,2015,13.04,,大连,https://www.che168.com/dealer/559088/51505637.html#pvareaid=100334
雷克萨斯ES,2015款,200 精英版,7.3,2018,13,,大连,https://www.che168.com/dealer/196029/51486350.html#pvareaid=100334
奥迪A6L,2015款,35 FSI quattro 技术型,15.3,2015,13,,大连,https://www.che168.com/dealer/448774/51186907.html#pvareaid=100334
亚洲龙,2019款,双擎 2.5L 豪华版 国VI,7.62,2021,13,原厂质保期剩余13个月,大连,https://www.che168.com/dealer/351179/51377058.html#pvareaid=100334
MINI,COUNTRYMAN,2021款 1.5T COOPER ALL4,4.9,2020,13,,大连,https://www.che168.com/dealer/347029/51542931.html#pvareaid=100334
雷克萨斯ES,2020款,200 卓越版,21,2020,13,,大连,https://www.che168.com/dealer/611008/51426091.html#pvareaid=100334
奥迪Q5,2016款,40 TFSI 技术型,14,2016,13,,大连,https://www.che168.com/dealer/194682/50729965.html#pvareaid=100334
奥迪A8,2011款,A8L 3.0 TFSI quattro舒适型213kW,17,2011,13,,大连,https://www.che168.com/dealer/194682/51292582.html#pvareaid=100334
奥迪Q2L,2022款,35 TFSI 进取动感型,0.4,2023,12.98,"原厂质保期剩余20个月, ",大连,https://www.che168.com/dealer/194402/50706622.html#pvareaid=100334
凯迪拉克XT4,2018款,28T 四驱领先运动型,6.8,2019,12.98,,大连,https://www.che168.com/dealer/603944/51387442.html#pvareaid=100334
奥迪Q5,2016款,40 TFSI 进取型,13,2016,12.98,,大连,https://www.che168.com/dealer/224091/51493590.html#pvareaid=100334
冠道,2017款,240TURBO 两驱尊享版,9.8,2018,12.98,,大连,https://www.che168.com/dealer/484900/51530431.html#pvareaid=100334
宝马3系,2018款,320Li 时尚型,7.6,2018,12.98,,大连,https://www.che168.com/dealer/313632/50348551.html#pvareaid=100334
威兰达,2021款,双擎 2.5L E-CVT两驱豪华版,4,2021,12.98,,大连,https://www.che168.com/dealer/207699/49175582.html#pvareaid=100334
奥迪Q2L,2022款,35 TFSI 进取动感型,1.3,2023,12.98,"原厂质保期剩余21个月, ",大连,https://www.che168.com/dealer/119851/51533798.html#pvareaid=100334
奔驰C级,2016款,C 180 L 运动型,5.2,2016,12.98,,大连,https://www.che168.com/dealer/347029/51044369.html#pvareaid=100334
探岳,2022款,280TSI 两驱豪华智联版,1.3,2022,12.98,原厂质保期剩余6个月,大连,https://www.che168.com/dealer/597339/50685093.html#pvareaid=100334
发现神行,2018款,240PS PURE版,7.3,2018,12.98,,大连,https://www.che168.com/dealer/597339/50570462.html#pvareaid=100334
红旗H5,2023款,2.0T 自动智联旗享版,0.8,2023,12.98,"原厂质保期剩余35个月, ",大连,https://www.che168.com/dealer/597339/50850220.html#pvareaid=100334
昂科威,2019款,28T 四驱精英型 国VI,2.9,2020,12.98,,大连,https://www.che168.com/dealer/544956/50307013.html#pvareaid=100334
迈腾,2023款,200万辆纪念版 280TSI DSG领先型,2.2,2023,12.98,"原厂质保期剩余28个月, ",大连,https://www.che168.com/dealer/597339/51304037.html#pvareaid=100334
红旗H5,2023款,2.0T 自动智联旗享版,1.04,2023,12.98,"原厂质保期剩余37个月, ",大连,https://www.che168.com/dealer/559088/51169927.html#pvareaid=100334
甲壳虫,2018款,180TSI 沙丘越野版,5,2018,12.94,,大连,https://www.che168.com/dealer/557405/50336526.html#pvareaid=100334
奥迪A4L,2017款,40 TFSI 时尚型,14,2017,12.9,,大连,https://www.che168.com/dealer/340495/49809296.html#pvareaid=100334
奔驰C级,2015款,改款 C 180 L 运动型,7.7,2016,12.9,,大连,https://www.che168.com/dealer/340495/51020687.html#pvareaid=100334
本田UR-V,2017款,370TURBO 四驱尊享版 国V,13,2018,12.9,,大连,https://www.che168.com/dealer/559967/51051367.html#pvareaid=100334
凯迪拉克XT4,2021款,28T 两驱技术型,4,2021,12.9,,大连,https://www.che168.com/dealer/340495/51200211.html#pvareaid=100334
宝马5系GT,2014款,535i 领先型,12.8,2013,12.9,,大连,https://www.che168.com/dealer/340495/51308281.html#pvareaid=100334
凯迪拉克CT6,2017款,28T 豪华型,8,2017,12.9,,大连,https://www.che168.com/dealer/561219/51289408.html#pvareaid=100334
奔驰R级,2011款,R 350 L 4MATIC,17,2014,12.9,,大连,https://www.che168.com/dealer/460888/50556638.html#pvareaid=100334
英菲尼迪Q70,2017款,Q70L 2.5L 精英版,6.53,2017,12.9,,大连,https://www.che168.com/dealer/559088/50886720.html#pvareaid=100334
传祺GS8,2021款,390T 四驱豪华智联纪念版（七座）,3.18,2021,12.86,,大连,https://www.che168.com/dealer/559088/50886952.html#pvareaid=100334
奥迪Q7,2014款,35 TFSI 越野型,16.8,2014,12.8,,大连,https://www.che168.com/dealer/249827/51116945.html#pvareaid=100334
宝马7系,2011款,750Li xDrive,13,2011,12.8,,大连,https://www.che168.com/dealer/211780/50936465.html#pvareaid=100334
宝马X5(进口),2011款,xDrive35i 领先型,15,2012,12.8,,大连,https://www.che168.com/dealer/342150/39041409.html#pvareaid=100334
道奇Ram房车,2002款,5.2L 自动,11.8,2004,12.8,,大连,https://www.che168.com/dealer/218413/48967972.html#pvareaid=100334
普瑞维亚,2012款,2.4L 7人座豪华版,16,2016,12.8,,大连,https://www.che168.com/dealer/281542/50990484.html#pvareaid=100334
HIACE,2011款,2.7L手动标准版13座,13.1,2010,12.8,,大连,https://www.che168.com/dealer/281542/51318161.html#pvareaid=100334
宝马7系,2011款,750Li xDrive,12,2013,12.8,,大连,https://www.che168.com/dealer/238244/51464767.html#pvareaid=100334
SIENNA,2011款,3.5L 四驱自动型,13,2012,12.8,,大连,https://www.che168.com/dealer/238244/50704806.html#pvareaid=100334
奥迪A6L,2014款,30 FSI 豪华型,13,2014,12.8,,大连,https://www.che168.com/dealer/379204/50598569.html#pvareaid=100334
金杯大海狮房车,2016款,2.7L 自动,5,2016,12.8,,大连,https://www.che168.com/dealer/118242/51370145.html#pvareaid=100334
奥迪Q5,2017款,40 TFSI 进取型,5.22,2016,12.8,,大连,https://www.che168.com/dealer/559088/51565784.html#pvareaid=100334
红旗HS5,2022款,改款 2.0T 智联旗享四驱版,2.5,2022,12.78,"原厂质保期剩余26个月, ",大连,https://www.che168.com/dealer/597339/51053285.html#pvareaid=100334
红旗HS5,2022款,改款 2.0T 智联旗享版,1.7,2022,12.73,"原厂质保期剩余27个月, ",大连,https://www.che168.com/dealer/559088/50963779.html#pvareaid=100334
Stelvio斯坦维,2017款,2.0T 280HP 豪华版,9.42,2019,12.71,,大连,https://www.che168.com/dealer/559088/51326539.html#pvareaid=100334
雷克萨斯UX,2020款,260h 探·酷版,5,2021,12.7,原厂质保期剩余35个月,大连,https://www.che168.com/dealer/196029/51411173.html#pvareaid=100334
奔驰M级,2012款,ML 350 动感型,7.92,2013,12.7,,大连,https://www.che168.com/dealer/351179/51553834.html#pvareaid=100334
奥迪A5,2016款,改款 Sportback 45 TFSI 舒适型,9,2016,12.68,,大连,https://www.che168.com/dealer/526798/50349218.html#pvareaid=100334
宝马X5进口,2011款,xDrive35i 豪华型,13,2013,12.68,,大连,https://www.che168.com/dealer/460888/51248741.html#pvareaid=100334
奔驰GLA,2019款,GLA 200 动感型,7.51,2019,12.62,,大连,https://www.che168.com/dealer/559088/50344682.html#pvareaid=100334
途观L,2018款,改款 380TSI 自动四驱豪华版,12,2018,12.6,,大连,https://www.che168.com/dealer/224091/51548750.html#pvareaid=100334
RAV4荣放,2020款,2.0L CVT两驱尊贵版,5.83,2020,12.6,,大连,https://www.che168.com/dealer/559088/51297122.html#pvareaid=100334
奔驰GLA,2019款,GLA 200 动感型,2.31,2019,12.6,,大连,https://www.che168.com/dealer/559088/51502096.html#pvareaid=100334
奥迪A4进口,2014款,40 TFSI allroad quattro plus版,11,2015,12.6,,大连,https://www.che168.com/dealer/532302/49070059.html#pvareaid=100334
轩逸,2023款,超混电驱 超豪华Ultra,1,2023,12.58,,大连,https://www.che168.com/dealer/84063/51341363.html#pvareaid=100334
奥迪A3,2021款,Sportback 35 TFSI 进取运动型,1.6,2022,12.58,原厂质保期剩余6个月,大连,https://www.che168.com/dealer/119851/50813239.html#pvareaid=100334
奥迪A4L,2017款,40 TFSI 进取型,9,2017,12.58,,大连,https://www.che168.com/dealer/484900/47749197.html#pvareaid=100334
探岳,2019款,330TSI 两驱豪华型 国VI,6.13,2020,12.58,,大连,https://www.che168.com/dealer/559088/50941627.html#pvareaid=100334
皇冠,2015款,2.0T 时尚版,9,2016,12.58,,大连,https://www.che168.com/dealer/313632/51561940.html#pvareaid=100334
沃尔沃XC40,2020款,T3 智远豪华版,5,2020,12.5,,大连,https://www.che168.com/dealer/484900/51530458.html#pvareaid=100334
凯美瑞,2019款,改款 2.0G 豪华版,3.5,2021,12.5,,大连,https://www.che168.com/dealer/371510/51241438.html#pvareaid=100334
雷克萨斯NX,2017款,200 前驱 锋行版,10,2018,12.5,,大连,https://www.che168.com/dealer/196029/51487536.html#pvareaid=100334
RAM,Trucks,2014款 3.6L 自动,13,2014,12.5,,大连,https://www.che168.com/dealer/523631/50023192.html#pvareaid=100334
宝马3系GT,2016款,320i 时尚型,10,2016,12.5,,大连,https://www.che168.com/dealer/340495/50945702.html#pvareaid=100334
宝马X1,2020款,xDrive25Li 尊享型,7.78,2019,12.5,,大连,https://www.che168.com/dealer/351179/51521651.html#pvareaid=100334
昂科威,2019款,28T 四驱精英型 国VI,2.59,2020,12.5,,大连,https://www.che168.com/dealer/351179/51529384.html#pvareaid=100334
宝马3系,2017款,320Li xDrive 时尚型,5.8,2017,12.5,,大连,https://www.che168.com/dealer/347029/51117904.html#pvareaid=100334
捷豹XJ,2014款,XJL 3.0 SC 四驱尊享商务版,15,2014,12.5,,大连,https://www.che168.com/dealer/112308/51269089.html#pvareaid=100334
宝马5系,2014款,525Li 豪华设计套装,10,2014,12.5,,大连,https://www.che168.com/dealer/460888/51433731.html#pvareaid=100334
奥迪S3,2015款,S3 2.0T Limousine,13.6,2015,12.5,,大连,https://www.che168.com/dealer/379204/50710319.html#pvareaid=100334
普拉多进口,2004款,VX 4.0,21,2005,12.5,,大连,https://www.che168.com/dealer/485097/51162077.html#pvareaid=100334
雷克萨斯ES,2015款,200 精英版,6.3,2017,12.5,,大连,https://www.che168.com/dealer/196029/51564011.html#pvareaid=100334
奔驰CLA,2017款,CLA 220 4MATIC,4.55,2017,12.48,,大连,https://www.che168.com/dealer/559088/50616730.html#pvareaid=100334
长安UNI-K,2023款,2.0T 四驱悦享型,0.85,2023,12.48,"原厂质保期剩余27个月, ",大连,https://www.che168.com/dealer/559088/51555636.html#pvareaid=100334
奥迪A3,2021款,Sportback 35 TFSI 时尚运动型,2,2021,12.38,,大连,https://www.che168.com/dealer/460888/51439535.html#pvareaid=100334
探岳GTE插电混动,2020款,1.4T 豪华型,5.68,2021,12.38,,大连,https://www.che168.com/dealer/559088/50757072.html#pvareaid=100334
皇冠,2012款,2.5L Royal 真皮版,11.69,2013,12.28,,大连,https://www.che168.com/dealer/367534/51428671.html#pvareaid=100334
雅阁,2018款,260TURBO 精英版 国V,1.92,2018,12.28,,大连,https://www.che168.com/dealer/559088/50867285.html#pvareaid=100334
哈弗H9,2020款,2.0T 汽油四驱精英型 5座,4.9,2020,12.28,,大连,https://www.che168.com/dealer/372099/50381744.html#pvareaid=100334
迈腾,2019款,330TSI DSG 领先型 国VI,6.84,2020,12.23,,大连,https://www.che168.com/dealer/559088/51488911.html#pvareaid=100334
凯美瑞,2019款,2.0G 豪华版 国VI,2.7,2020,12.2,,大连,https://www.che168.com/dealer/559088/51188667.html#pvareaid=100334
奔驰CLA,2017款,改款 CLA 200 时尚型,6.39,2018,12.18,,大连,https://www.che168.com/dealer/559088/51506805.html#pvareaid=100334
奔驰A级,2019款,A 200 L 运动轿车,7.46,2019,12.1,,大连,https://www.che168.com/dealer/559088/51155932.html#pvareaid=100334
宝马X5进口,2013款,xDrive35i 领先型,9.23,2013,12.08,,大连,https://www.che168.com/dealer/559088/50896239.html#pvareaid=100334
雷克萨斯ES,2013款,300h 精英版,14.83,2013,12.06,,大连,https://www.che168.com/dealer/559088/51160838.html#pvareaid=100334
雷克萨斯ES,2015款,200 精英版,10.29,2016,12.03,,大连,https://www.che168.com/dealer/559088/51503310.html#pvareaid=100334
汉兰达,2015款,2.0T 四驱精英版 7座,8,2016,12,,大连,https://www.che168.com/dealer/224091/51422156.html#pvareaid=100334
宝马5系,2014款,520Li 典雅型,9,2014,12,,大连,https://www.che168.com/dealer/340495/49547951.html#pvareaid=100334
宋PLUS新能源,2023款,冠军版 DM-i 110KM 旗舰PLUS,2.61,2023,12,"原厂质保期剩余61个月, ",大连,https://www.che168.com/dealer/351179/51390083.html#pvareaid=100334
锐界,2016款,EcoBoost 245 四驱豪锐型 7座,4.81,2019,12,,大连,https://www.che168.com/dealer/351179/51404702.html#pvareaid=100334
MINI,2018款,1.5T COOPER 经典派 五门版,4.41,2019,12,,大连,https://www.che168.com/dealer/351179/51406750.html#pvareaid=100334
奥迪A5,2014款,Sportback 45 TFSI,11,2015,12,,大连,https://www.che168.com/dealer/194682/49341282.html#pvareaid=100334
雅阁,2018款,260TURBO 精英版 国V,6.27,2019,12,,大连,https://www.che168.com/dealer/559088/50247605.html#pvareaid=100334
哈弗H6新能源,2023款,DHT-PHEV 55KM 悦行版,0.01,2024,12,"原厂质保期剩余68个月, ",大连,https://www.che168.com/dealer/559088/50367223.html#pvareaid=100334
锐界,2016款,EcoBoost 245 四驱尊锐型 7座,7.46,2018,12,,大连,https://www.che168.com/dealer/559088/51546529.html#pvareaid=100334
奔驰GLK级,2015款,GLK 260 4MATIC 时尚型 极致版,13,2015,12,,大连,https://www.che168.com/dealer/520234/51027981.html#pvareaid=100334
皓影,2021款,240TURBO CVT两驱精英版,3.04,2021,12,原厂质保期剩余1个月,大连,https://www.che168.com/dealer/351179/51561194.html#pvareaid=100334
奔驰A级,2020款,改款二 A 180 L 运动轿车,4.4,2021,11.98,,大连,https://www.che168.com/dealer/367534/51420699.html#pvareaid=100334
英仕派,2022款,260TURBO 精致版,5.12,2022,11.98,原厂质保期剩余7个月,大连,https://www.che168.com/dealer/559088/50039361.html#pvareaid=100334
奥迪Q2L,2021款,35 TFSI 时尚动感型,2.5,2021,11.98,,大连,https://www.che168.com/dealer/119851/51137681.html#pvareaid=100334
哈弗H9,2020款,2.0T 汽油四驱尊享型 5座,4.7,2019,11.98,,大连,https://www.che168.com/dealer/597339/50683720.html#pvareaid=100334
雷克萨斯NX,2015款,200 前驱 锋行版,6.5,2015,11.98,,大连,https://www.che168.com/dealer/252984/50451009.html#pvareaid=100334
炮,2020款,2.0T越野版自动汽油四驱高阶版GW4C20B,6.92,2020,11.97,,大连,https://www.che168.com/dealer/559088/50778106.html#pvareaid=100334
途观L,2019款,改款 330TSI 自动两驱智动豪华版 国VI,5.13,2019,11.93,,大连,https://www.che168.com/dealer/559088/51417737.html#pvareaid=100334
捷豹XFL,2018款,XFL 2.0T 250PS 豪华版,11,2018,11.9,,大连,https://www.che168.com/dealer/561219/51375899.html#pvareaid=100334
雷克萨斯RX经典,2013款,270 典雅版,11.9,2014,11.9,,大连,https://www.che168.com/dealer/196029/51489012.html#pvareaid=100334
雅阁,2018款,260TURBO 精英版 国V,7,2019,11.9,,大连,https://www.che168.com/dealer/340495/48711409.html#pvareaid=100334
奔驰C级,2015款,改款 C 180 L 运动型,14,2015,11.9,,大连,https://www.che168.com/dealer/340495/50249326.html#pvareaid=100334
凯迪拉克XT5,2016款,28T 四驱豪华型,12,2016,11.9,,大连,https://www.che168.com/dealer/340495/51232429.html#pvareaid=100334
奥迪Q5,2017款,40 TFSI 进取型,13,2016,11.88,,大连,https://www.che168.com/dealer/224091/51531333.html#pvareaid=100334
别克GL8,2018款,28T 豪华型 国VI,8,2019,11.88,,大连,https://www.che168.com/dealer/529098/51216887.html#pvareaid=100334
凯美瑞,2019款,改款 2.0G 豪华版,3.73,2021,11.86,,大连,https://www.che168.com/dealer/559088/51525040.html#pvareaid=100334
奔驰E级,2014款,改款 E 260 L 运动型,11,2014,11.83,,大连,https://www.che168.com/dealer/424756/50989647.html#pvareaid=100334
宋Pro新能源,2023款,冠军版 DM-i 110KM超越型,0.56,2024,11.82,"原厂质保期剩余68个月, ",大连,https://www.che168.com/dealer/559088/51325855.html#pvareaid=100334
皇冠,2012款,2.5L Royal,23,2012,11.8,,大连,https://www.che168.com/dealer/603944/51489165.html#pvareaid=100334
RAV4荣放,2020款,2.0L CVT两驱尊贵版,6.17,2020,11.8,,大连,https://www.che168.com/dealer/554323/50774852.html#pvareaid=100334
奔驰E级进口,2014款,E 200 轿跑版,7.5,2014,11.8,,大连,https://www.che168.com/dealer/252984/51512621.html#pvareaid=100334
奔驰S级,2000款,S 500,12,2003,11.8,,大连,https://www.che168.com/dealer/281542/50072931.html#pvareaid=100334
雷克萨斯RX经典,2013款,270 精英版,12.5,2014,11.8,,大连,https://www.che168.com/dealer/460888/51031755.html#pvareaid=100334
SAVANA,2011款,5.3L 商务之星7座,10,2012,11.8,,大连,https://www.che168.com/dealer/238244/51032191.html#pvareaid=100334
SAVANA,2011款,5.3L 商务之星7座,9,2011,11.8,,大连,https://www.che168.com/dealer/238244/51336663.html#pvareaid=100334
宝马X5(进口),2013款,xDrive35i M运动型,13.3,2013,11.8,,大连,https://www.che168.com/dealer/520234/51403145.html#pvareaid=100334
MINI,COUNTRYMAN,2015款 1.6T COOPER S ALL4 极致暗夜版,4,2015,11.8,,大连,https://www.che168.com/dealer/422454/50927486.html#pvareaid=100334
凯迪拉克XTS,2018款,28T 技术型,7.03,2019,11.76,,大连,https://www.che168.com/dealer/351179/51523524.html#pvareaid=100334
欧尚Z6新能源,2023款,智电iDD 150KM旗舰PLUS智慧泊车版,0.57,2023,11.73,"原厂质保期剩余23个月, ",大连,https://www.che168.com/dealer/559088/50863055.html#pvareaid=100334
奥迪A6L,2012款,35 FSI quattro 豪华型,16.73,2013,11.7,,大连,https://www.che168.com/dealer/559088/51536519.html#pvareaid=100334
雷克萨斯RX经典,2013款,270 精英版,11,2013,11.7,,大连,https://www.che168.com/dealer/252984/49837318.html#pvareaid=100334
发现神行,2017款,2.0T SE,11.94,2017,11.69,,大连,https://www.che168.com/dealer/559088/50952440.html#pvareaid=100334
北京BJ40,2020款,2.0T 自动四驱城市猎人版至尊型,5.88,2021,11.68,原厂质保期剩余4个月,大连,https://www.che168.com/dealer/559088/51537004.html#pvareaid=100334
威兰达,2022款,改款 2.0L CVT两驱领先版,0.83,2023,11.6,"原厂质保期剩余17个月, ",大连,https://www.che168.com/dealer/371510/51533062.html#pvareaid=100334
雅阁,2018款,锐·混动 2.0L 锐酷版 国VI,6.24,2019,11.6,,大连,https://www.che168.com/dealer/559088/50922743.html#pvareaid=100334
奔驰R级,2015款,R 400 4MATIC 豪华型,11,2015,11.6,,大连,https://www.che168.com/dealer/264943/51503081.html#pvareaid=100334
奥迪Q2L,2021款,35 TFSI 时尚致雅型,3.9,2021,11.58,原厂质保期剩余不到1个月,大连,https://www.che168.com/dealer/194402/51498402.html#pvareaid=100334
奔驰S级,2011款,S 350 L CGI 4MATIC,13,2011,11.58,,大连,https://www.che168.com/dealer/529098/49937322.html#pvareaid=100334
大切诺基进口,2014款,3.0L 舒享导航版,15,2014,11.58,,大连,https://www.che168.com/dealer/529098/50977758.html#pvareaid=100334
雷克萨斯ES,2013款,250 精英版,8.5,2015,11.58,,大连,https://www.che168.com/dealer/597339/51371085.html#pvareaid=100334
柯迪亚克,2019款,TSI380 7座四驱旗舰版 国V,5.8,2019,11.58,,大连,https://www.che168.com/dealer/460888/51388032.html#pvareaid=100334
迈腾,2020款,280TSI DSG 舒适型,3.24,2022,11.58,原厂质保期剩余9个月,大连,https://www.che168.com/dealer/559088/51545968.html#pvareaid=100334
雅阁,2018款,260TURBO 精英版 国VI,9.8,2020,11.58,,大连,https://www.che168.com/dealer/329990/51208895.html#pvareaid=100334
思域,2023款,240TURBO CVT劲势版,0.38,2024,11.57,"原厂质保期剩余30个月, ",大连,https://www.che168.com/dealer/559088/50304890.html#pvareaid=100334
传祺M8,2018款,320T 尊贵版,15.91,2019,11.55,,大连,https://www.che168.com/dealer/559088/51226235.html#pvareaid=100334
雷克萨斯ES,2014款,300h 精英版,13,2015,11.5,,大连,https://www.che168.com/dealer/561219/50971704.html#pvareaid=100334
雅阁,2018款,260TURBO 尊贵版 国V,5,2019,11.5,,大连,https://www.che168.com/dealer/340495/49992009.html#pvareaid=100334
英菲尼迪QX50,2015款,2.5L 悦享版,6,2017,11.5,,大连,https://www.che168.com/dealer/340495/51052440.html#pvareaid=100334
奔驰C级,2015款,C 180 L 运动型,12,2015,11.5,,大连,https://www.che168.com/dealer/340495/51432146.html#pvareaid=100334
楼兰,2021款,2.5L XL 两驱智联豪华版,1.97,2020,11.5,,大连,https://www.che168.com/dealer/351179/51553335.html#pvareaid=100334
奥迪A4L,2016款,35 TFSI 典藏版 S line舒适型,5,2016,11.5,,大连,https://www.che168.com/dealer/460888/51175989.html#pvareaid=100334
奔驰E级,2014款,改款 E 260 L 运动型,8,2014,11.5,,大连,https://www.che168.com/dealer/558036/51041867.html#pvareaid=100334
AION,Y,2023款 Plus 610 乐享版 三元锂,0.4,2023,11.5,"原厂质保期剩余35个月, ",大连,https://www.che168.com/dealer/485097/50945251.html#pvareaid=100334
本田CR-V,2021款,240TURBO CVT两驱风尚版,10.85,2020,11.47,,大连,https://www.che168.com/dealer/559088/51516884.html#pvareaid=100334
奔驰CLA,2017款,CLA 200 动感型,1.91,2018,11.42,,大连,https://www.che168.com/dealer/559088/51546984.html#pvareaid=100334
汉,2020款,DM 四驱性能版豪华型,9.56,2022,11.41,原厂质保期剩余44个月,大连,https://www.che168.com/dealer/559088/51140246.html#pvareaid=100334
奔驰E级,2015款,E 200 L,9.87,2014,11.41,,大连,https://www.che168.com/dealer/559088/51272416.html#pvareaid=100334
库斯途,2021款,270TGDi 尊贵版 LUX,2.72,2022,11.4,原厂质保期剩余10个月,大连,https://www.che168.com/dealer/351179/51465259.html#pvareaid=100334
英菲尼迪QX60进口,2014款,3.5L 四驱全能版,11.54,2015,11.4,,大连,https://www.che168.com/dealer/559088/50331768.html#pvareaid=100334
天籁,2021款,2.0L XL 舒适版,3.6,2021,11.38,,大连,https://www.che168.com/dealer/84063/50683158.html#pvareaid=100334
红旗HS5,2022款,改款 2.0T 智联旗享版,2.47,2022,11.31,"原厂质保期剩余26个月, ",大连,https://www.che168.com/dealer/559088/51326350.html#pvareaid=100334
天籁,2021款,2.0L XL 舒适版,0.9,2022,11.3,原厂质保期剩余7个月,大连,https://www.che168.com/dealer/554323/50717574.html#pvareaid=100334
奥迪A6L,2014款,TFSI 舒适型,15,2014,11.3,,大连,https://www.che168.com/dealer/424756/51290629.html#pvareaid=100334
奥迪A8,2012款,A8L 45 TFSI quattro舒适型,16,2012,11.3,,大连,https://www.che168.com/dealer/561219/50943145.html#pvareaid=100334
红旗HS5,2019款,2.0T 智联旗悦版,3,2021,11.3,原厂质保期剩余7个月,大连,https://www.che168.com/dealer/460888/50914797.html#pvareaid=100334
奔驰C级,2016款,C 200 运动版,10.03,2016,11.3,,大连,https://www.che168.com/dealer/559088/51566095.html#pvareaid=100334
悍马H3,2008款,H3x 3.7,16,2009,11.28,,大连,https://www.che168.com/dealer/562159/49720284.html#pvareaid=100334
昂科威,2018款,28T 四驱精英型,7,2018,11.28,,大连,https://www.che168.com/dealer/558794/50022747.html#pvareaid=100334
昂科威,2018款,28T 四驱精英型,6.7,2018,11.28,,大连,https://www.che168.com/dealer/558794/50055154.html#pvareaid=100334
RAV4荣放,2020款,2.0L CVT两驱风尚版,8.65,2021,11.26,,大连,https://www.che168.com/dealer/559088/51526694.html#pvareaid=100334
宋Pro新能源,2023款,冠军版 DM-i 110KM卓越型,0.56,2023,11.22,"原厂质保期剩余62个月, ",大连,https://www.che168.com/dealer/559088/51514665.html#pvareaid=100334
